no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,0,0,1,0,0,1,0,0,0,79.0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,7,0,0,0,97.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,4,1,0,34,0,0,0,50.33,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,4,0,0,205,0,0,0,85.5,2,0,1,0,0,0,0,0,0,0,0,1
3,0,1,3,1,0,196,0,0,0,150.45,1,0,1,0,0,0,0,0,0,0,0,1
2,1,1,1,2,0,188,0,0,0,164.25,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,5,1,0,77,0,0,0,69.84,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,104,0,0,0,114.3,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,0,38,0,0,0,107.55,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,0,0,49,0,0,0,63.75,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,2,0,41,0,0,0,110.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,12,0,0,0,93.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,80,0,0,0,60.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,1,1,1,0,45,0,0,0,86.4,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,105,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,31,0,0,0,63.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,0,1,1,0,40,0,0,0,150.3,2,1,0,0,1,0,0,0,0,0,0,1
2,0,2,1,2,0,131,0,0,0,94.5,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,17,0,0,0,125.8,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,2,1,0,121,0,0,0,72.25,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,5,1,0,4,0,0,0,90.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,0,1,0,0,0,90.33,1,1,1,0,0,0,0,0,0,0,0,1
3,0,1,1,1,0,204,0,0,0,133.2,0,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,0,6,0,0,0,118.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,83,0,0,0,90.0,2,1,1,0,0,0,0,0,0,0,0,1
3,0,1,0,1,0,59,0,0,0,123.3,2,1,0,0,1,0,0,0,0,0,0,1
2,0,0,3,1,0,24,0,0,0,122.0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,46,0,0,0,67.5,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,2,0,315,0,0,0,160.0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,2,2,1,0,54,0,0,0,95.19,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,2,2,0,291,0,0,0,115.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,119,0,0,0,55.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,6,1,0,205,0,0,0,111.35,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,19,0,0,0,85.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,3,1,0,151,0,0,0,70.67,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,49,0,0,0,75.95,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,81,0,0,0,60.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,265,0,0,0,100.3,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,197,0,0,0,112.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,38,0,0,0,103.95,0,1,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,0,208,0,0,0,91.5,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,105,0,0,0,99.45,1,1,1,0,0,0,0,0,0,0,0,1
2,1,1,3,1,0,11,0,0,0,103.1,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,134,0,0,0,114.5,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,39,0,0,0,121.8,1,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,144,0,0,0,140.4,2,1,0,0,1,0,0,0,0,0,0,1
1,0,2,1,0,0,116,0,0,0,79.2,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,65,0,0,0,72.25,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,74,0,0,0,109.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,2,2,1,0,59,0,0,0,119.0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,141,0,0,0,123.8,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,1,0,0,0,85.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,112,0,0,0,88.4,2,0,1,0,0,0,0,0,0,0,0,1
1,0,0,3,1,0,151,0,0,0,71.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,2,0,0,2,0,0,0,104.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,25,0,0,0,91.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,2,5,1,0,160,0,0,0,138.55,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,41,0,0,0,142.2,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,1,0,157,0,0,0,132.9,1,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,1,0,180,0,0,0,108.9,1,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,27,0,0,0,105.49,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,2,0,98,0,0,0,105.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,39,0,0,0,101.5,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,1,1,0,0,0,0,0,165.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,81,0,0,0,90.95,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,3,2,0,36,0,0,0,91.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,2,5,1,0,3,0,0,0,179.71,1,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,1,0,102,0,0,0,132.6,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,0,37,0,0,0,89.4,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,0,1,0,2,0,0,0,118.0,1,1,0,0,1,0,0,0,0,0,0,1
3,0,2,3,1,0,151,0,0,0,133.45,2,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,265,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,3,0,0,0,84.7,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,85,0,0,0,96.3,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,79.0,0,1,1,0,0,0,0,0,0,0,0,1
3,0,1,3,1,0,11,0,0,0,141.95,2,1,0,0,1,0,0,0,0,0,0,1
2,0,2,2,1,0,98,0,0,0,119.85,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,15,0,0,0,124.0,1,1,1,0,0,0,0,0,0,0,0,1
3,0,0,2,1,0,135,0,0,0,151.2,2,1,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,0,27,0,0,0,54.71,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,5,0,0,0,90.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,118,0,0,0,104.4,1,1,0,0,1,0,0,0,0,0,0,1
1,0,1,2,1,0,114,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,2,0,219,0,0,0,108.0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,1,1,1,0,100,0,0,0,146.7,2,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,1,0,0,0,0,0,81.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,94,0,0,0,65.45,2,1,0,0,1,0,0,0,0,0,0,1
2,0,0,2,2,0,63,0,0,0,116.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,101,0,0,0,67.45,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,3,1,0,276,0,0,0,95.67,0,1,1,0,0,0,0,0,0,0,1,0
1,0,2,1,1,0,163,0,0,0,115.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,28,0,0,0,102.85,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,2,1,0,19,0,0,0,117.81,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,226,0,0,0,70.0,1,1,1,0,0,0,0,0,0,0,1,0
2,0,1,1,1,0,9,0,0,0,115.0,1,0,0,0,1,0,0,0,0,0,0,1
3,0,0,3,1,0,77,0,0,0,159.3,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,109,0,0,0,90.95,0,1,0,0,1,0,0,0,0,0,1,0
2,0,0,2,1,0,70,0,0,0,100.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,4,0,0,0,151.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,35,0,0,0,139.14,1,1,0,0,1,0,0,0,0,0,0,1
1,0,0,1,1,0,1,0,0,0,90.0,0,1,1,0,0,0,0,0,0,0,0,1
3,0,0,1,1,0,9,0,0,0,147.0,2,1,0,0,1,0,0,0,0,0,0,1
2,0,0,3,1,0,29,0,0,0,86.93,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,56,0,0,0,120.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,116,0,0,0,75.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,1,1,0,64,0,0,0,158.4,0,1,0,0,1,0,0,0,0,0,0,1
1,0,1,1,0,0,13,0,0,0,134.75,1,1,1,0,0,0,0,0,0,0,0,1
3,0,2,3,1,0,168,0,0,0,107.1,2,0,0,0,1,0,0,0,0,0,1,0
2,0,0,2,1,0,9,0,0,0,111.35,2,1,1,0,0,0,0,0,0,0,0,1
1,0,0,4,1,0,14,0,0,0,72.0,1,1,1,0,0,0,0,0,0,0,1,0
1,0,1,0,1,0,0,0,0,0,91.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,92,0,0,0,106.08,0,1,0,0,1,0,0,0,0,0,1,0
1,0,0,1,1,0,238,0,0,0,80.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,19,0,0,0,149.0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,164,0,0,0,100.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,71,0,0,0,73.95,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,0,76,0,0,0,58.76,1,1,1,0,0,0,0,0,0,0,0,1
2,1,0,2,1,0,7,0,0,0,158.0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,1,3,1,0,7,0,0,0,110.0,0,1,0,0,1,0,0,0,0,0,0,0
3,0,1,0,1,0,7,0,0,0,141.95,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,89.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,35,0,0,0,63.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,113,0,0,0,126.9,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,12,0,0,0,58.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,3,0,0,0,194.0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,80,0,0,0,96.3,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,12,0,0,0,82.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,1,0,0,0,120.0,0,1,1,0,0,0,0,0,0,0,0,1
3,0,0,3,1,0,38,0,0,0,159.3,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,1,0,66,0,0,0,89.25,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,4,1,0,10,0,0,0,110.08,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,245,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,2,0,100,0,0,0,108.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,135,0,0,0,90.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,10,0,0,0,85.0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,2,0,1,0,27,0,0,0,153.0,2,1,0,0,1,0,0,0,0,0,0,1
2,0,1,3,1,0,64,0,0,0,99.45,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,50,0,0,0,145.69,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,4,1,0,206,0,0,0,90.95,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,1,0,0,0,159.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,301,0,0,0,52.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,3,0,0,13,0,0,0,82.4,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,50,0,0,0,126.9,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,29,0,0,0,96.3,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,102,0,0,0,109.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,1,2,0,124,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,1,0
3,0,0,1,1,0,111,0,0,0,146.7,0,1,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,317,0,0,0,120.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,4,1,0,12,0,0,0,104.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,135,0,0,0,90.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,105,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,15,0,0,0,141.68,1,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,1,0,33,0,0,0,135.9,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,3,0,0,0,141.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,1,1,0,105,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,2,1,1,0,116,0,0,0,61.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,128,0,0,0,126.9,1,1,1,0,0,0,0,0,0,0,0,1
3,0,1,0,1,0,36,0,0,0,150.3,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,2,0,160,0,0,0,125.1,2,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,60,0,0,0,116.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,81,0,0,0,89.25,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,66,0,0,0,75.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,2,0,161,0,0,0,130.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,33,0,0,0,97.4,1,1,0,0,1,0,0,0,0,0,0,1
2,0,2,2,1,0,165,0,0,0,99.45,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,0,1,0,135,0,0,0,127.8,2,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,1,0,62,0,0,0,71.4,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,50,0,0,0,52.0,1,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,239,0,0,0,112.2,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,0,217,0,0,0,101.15,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,0,2,0,0,0,75.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,0,53,0,0,0,72.76,2,1,1,0,0,0,0,0,0,0,0,1
2,1,0,1,1,0,125,0,0,0,130.5,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,0,99,0,0,0,109.5,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,32,0,0,0,135.9,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,0,0,0,0,85.0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,2,1,0,111,0,0,0,120.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,0,100,0,0,0,91.51,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,292,0,0,0,115.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,3,1,0,132,0,0,0,89.25,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,3,0,0,0,76.0,0,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,4,0,0,0,89.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,193,0,0,0,120.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,14,0,0,0,124.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,5,1,0,28,0,0,0,88.4,2,1,1,0,0,0,0,0,0,0,0,1
1,0,2,3,1,0,115,0,0,0,76.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,2,1,0,188,0,0,0,130.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,2,0,0,6,0,0,0,87.78,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,36,0,0,0,77.99,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,1,0,17,0,0,0,125.8,1,1,0,0,1,0,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0,0,93.81,0,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,0,20,0,0,0,112.25,1,1,1,0,0,0,0,0,0,0,0,1
3,0,0,2,1,0,105,0,0,0,168.3,2,1,0,0,1,0,0,0,0,0,0,1
2,0,2,0,0,0,174,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,280,0,0,0,110.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,54,0,0,0,72.0,0,1,1,0,0,0,0,0,0,0,1,0
2,1,2,4,1,0,59,0,0,0,90.51,1,1,1,0,0,0,0,0,0,0,0,1
3,0,0,1,1,0,27,0,0,0,127.0,1,1,0,0,1,0,0,0,0,0,0,1
1,0,1,1,1,0,38,0,0,0,91.9,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,317,0,0,0,120.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,0,92,0,0,0,80.75,1,1,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,0,1,0,0,0,89.0,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,259,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,2,1,0,129,0,0,0,121.5,1,1,0,0,1,0,0,0,0,0,0,1
2,0,1,1,2,0,247,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,2,0,219,0,0,0,108.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,2,1,0,32,0,0,0,73.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,3,1,0,69,0,0,0,135.9,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,4,1,0,77,0,0,0,75.16,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,0,1,0,286,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,1,0,8,0,0,0,117.67,2,1,1,0,0,0,0,0,0,0,0,1
2,0,1,1,1,0,128,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,4,1,0,238,0,0,0,107.0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,2,0,0,0,0,0,0,89.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,1,0,76,0,0,0,106.5,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,85,0,0,0,80.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,238,0,0,0,126.9,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,60,0,0,0,89.25,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,239,0,0,0,112.2,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,3,1,0,46,0,0,0,73.9,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,1,0,188,0,0,0,105.3,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,0,112,0,0,0,94.5,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,5,1,0,109,0,0,0,127.8,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,3,1,0,160,0,0,0,130.67,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,1,0,27,0,0,0,120.0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,13,0,0,0,95.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,280,0,0,0,110.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,75,0,0,0,52.85,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,0,42,0,0,0,109.31,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,2,1,0,101,0,0,0,80.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,9,0,0,0,88.4,2,1,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,0,58,0,0,0,79.2,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,1,0,29,0,0,0,152.0,2,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,0,0,180,0,0,0,80.1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,4,1,0,160,0,0,0,90.0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,3,5,1,0,2,0,0,0,80.0,1,1,1,0,0,0,0,0,0,0,0,1
2,1,0,3,1,0,280,0,0,0,94.5,2,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,123,0,0,0,151.43,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,16,0,0,0,131.2,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,1,0,10,0,0,0,82.39,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,5,0,0,168,0,0,0,62.18,1,1,1,0,0,0,0,0,0,0,0,1
2,1,0,2,1,0,156,0,0,0,121.5,0,0,1,0,0,0,0,0,0,0,0,1
1,0,2,4,1,0,2,0,0,0,91.38,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,221,0,0,0,65.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,3,1,0,42,0,0,0,103.84,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,36,0,0,0,119.5,2,1,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,21,0,0,0,117.0,0,1,0,0,1,0,0,0,0,0,0,1
1,0,2,0,1,0,4,0,0,0,111.2,0,1,1,0,0,0,0,0,0,0,1,0
1,0,2,1,1,0,26,0,0,0,147.0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,5,2,0,51,0,0,0,87.3,0,1,0,0,1,0,0,0,0,0,1,0
2,0,2,3,1,0,1,0,0,0,148.8,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,3,1,0,159,0,0,0,119.85,1,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,103,0,0,0,115.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,1,0,0,3,0,0,0,67.5,0,1,1,0,0,0,0,0,0,0,0,1
2,0,2,1,1,0,3,0,0,0,136.0,0,1,0,0,1,0,0,0,0,0,0,1
2,0,2,3,1,0,40,0,0,0,83.9,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,5,1,0,74,0,0,0,72.25,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,6,1,0,47,0,0,0,88.4,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,5,1,0,192,0,0,0,99.45,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,171,0,0,0,72.25,2,1,1,0,0,0,0,0,0,0,1,0
1,0,0,3,1,0,6,0,0,0,125.0,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,3,1,0,114,0,0,0,146.7,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,2,1,0,27,0,0,0,151.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,60,0,0,0,112.95,1,1,1,0,0,0,0,0,0,0,0,1
2,0,0,2,2,0,74,0,0,0,109.0,0,1,1,0,0,0,0,0,0,0,1,0
2,1,0,1,1,0,84,0,0,0,94.0,2,1,1,0,0,0,0,0,0,0,0,1
3,0,1,1,1,0,28,0,0,0,121.47,0,1,0,0,1,0,0,0,0,0,0,1
2,0,1,5,2,0,94,0,0,0,110.75,1,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,1,0,0,0,0,0,110.4,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,292,0,0,0,109.0,0,0,1,0,0,0,0,0,0,0,1,0
3,0,1,3,1,0,133,0,0,0,122.63,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,2,0,39,0,0,0,101.5,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,2,1,0,14,0,0,0,100.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,3,1,0,322,0,0,0,80.0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,2,0,265,0,0,0,115.0,1,0,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,0,0,0,0,0,81.0,0,1,1,0,0,0,0,0,0,0,0,1
3,0,1,1,1,0,53,0,0,0,148.5,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,1,0,4,0,0,0,70.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,2,2,1,0,145,0,0,0,76.5,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,2,1,0,226,0,0,0,70.0,1,1,1,0,0,0,0,0,0,0,1,0
2,0,1,0,1,0,6,0,0,0,121.0,1,1,1,0,0,0,0,0,0,0,0,1
2,0,2,3,1,0,48,0,0,0,88.4,1,1,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,0,184,0,0,0,94.5,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,5,1,0,8,0,0,0,113.6,1,1,1,0,0,0,0,0,0,0,0,1
1,0,0,2,2,0,273,0,0,0,87.0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,1,2,1,0,57,0,0,0,90.67,1,1,1,0,0,0,0,0,0,0,1,0
